behavior,seconds,group,mouse
otherWake,32,NA,179
eating,20,NA,179
otherWake,11,NA,179
eating,343,NA,179
otherWake,29,NA,179
grooming,204,NA,179
drinking,10,NA,179
otherWake,92,NA,179
climbing,30,NA,179
otherWake,31,NA,179
climbing,28,NA,179
otherWake,12,NA,179
climbing,109,NA,179
otherWake,47,NA,179
drinking,19,NA,179
otherWake,53,NA,179
BA,50,NA,179
otherWake,7,NA,179
eating,134,NA,179
otherWake,51,NA,179
sleep,86,NA,179
otherWake,140,NA,179
grooming,15,NA,179
otherWake,19,NA,179
sleep,279,NA,179
otherWake,7,NA,179
grooming,6,NA,179
eating,271,NA,179
otherWake,6,NA,179
drinking,12,NA,179
otherWake,69,NA,179
grooming,9,NA,179
otherWake,25,NA,179
grooming,226,NA,179
otherWake,51,NA,179
grooming,35,NA,179
otherWake,10,NA,179
climbing,209,NA,179
otherWake,14,NA,179
drinking,20,NA,179
otherWake,15,NA,179
eating,15,NA,179
otherWake,94,NA,179
grooming,164,NA,179
eating,48,NA,179
otherWake,90,NA,179
eating,4,NA,179
otherWake,63,NA,179
eating,165,NA,179
otherWake,236,NA,179
drinking,4,NA,179
otherWake,60,NA,179
eating,34,NA,179
otherWake,21,NA,179
eating,150,NA,179
otherWake,21,NA,179
grooming,310,NA,179
otherWake,110,NA,179
sleep,131,NA,179
otherWake,16,NA,179
sleep,13,NA,179
otherWake,32,NA,179
sleep,506,NA,179
grooming,45,NA,179
otherWake,9,NA,179
eating,310,NA,179
otherWake,31,NA,179
sleep,36,NA,179
otherWake,25,NA,179
sleep,130,NA,179
grooming,26,NA,179
sleep,82,NA,179
grooming,343,NA,179
otherWake,4,NA,179
drinking,11,NA,179
otherWake,178,NA,179
climbing,77,NA,179
otherWake,46,NA,179
drinking,7,NA,179
otherWake,17,NA,179
climbing,77,NA,179
otherWake,59,NA,179
drinking,9,NA,179
otherWake,119,NA,179
eating,308,NA,179
otherWake,53,NA,179
grooming,161,NA,179
otherWake,22,NA,179
drinking,17,NA,179
otherWake,15,NA,179
grooming,247,NA,179
sleep,1130,NA,179
otherWake,10,NA,179
sleep,311,NA,179
otherWake,17,NA,179
eating,193,NA,179
otherWake,33,NA,179
sleep,119,NA,179
grooming,13,NA,179
sleep,149,NA,179
otherWake,28,NA,179
grooming,21,NA,179
sleep,194,NA,179
otherWake,10,NA,179
grooming,12,NA,179
sleep,378,NA,179
grooming,24,NA,179
otherWake,21,NA,179
eating,260,NA,179
otherWake,17,NA,179
sleep,112,NA,179
otherWake,27,NA,179
sleep,119,NA,179
otherWake,15,NA,179
sleep,347,NA,179
otherWake,16,NA,179
sleeping,85,NA,180
otherWake,16,NA,180
sleeping,85,NA,180
otherWake,16,NA,180
sleeping,296,NA,180
otherWake,11,NA,180
eating,63,NA,180
BA,101,NA,180
eating,199,NA,180
grooming,236,NA,180
otherWake,18,NA,180
grooming,16,NA,180
otherWake,21,NA,180
grooming,23,NA,180
otherWake,55,NA,180
drinking,11,NA,180
otherWake,39,NA,180
drinking,14,NA,180
otherWake,7,NA,180
grooming,94,NA,180
eating,56,NA,180
otherWake,10,NA,180
sleeping,69,NA,180
otherWake,10,NA,180
sleeping,364,NA,180
grooming,19,NA,180
eating,197,NA,180
otherWake,20,NA,180
eating,264,NA,180
otherWake,5,NA,180
sleeping,90,NA,180
otherWake,16,NA,180
sleeping,53,NA,180
otherWake,33,NA,180
grooming,19,NA,180
otherWake,17,NA,180
grooming,92,NA,180
otherWake,4,NA,180
eating,12,NA,180
otherWake,28,NA,180
grooming,44,NA,180
otherWake,23,NA,180
grooming,13,NA,180
otherWake,21,NA,180
grooming,52,NA,180
otherWake,3,NA,180
drinking,23,NA,180
otherWake,50,NA,180
grooming,57,NA,180
otherWake,92,NA,180
BA,15,NA,180
otherWake,27,NA,180
sleeping,20,NA,180
otherWake,47,NA,180
sleeping,205,NA,180
otherWake,10,NA,180
eating,231,NA,180
grooming,12,NA,180
otherWake,20,NA,180
sleeping,51,NA,180
grooming,59,NA,180
otherWake,67,NA,180
sleeping,40,NA,180
otherWake,58,NA,180
sleeping,297,NA,180
otherWake,42,NA,180
sleeping,87,NA,180
otherWake,5,NA,180
grooming,159,NA,180
otherWake,21,NA,180
drinking,24,NA,180
otherWake,148,NA,180
eating,311,NA,180
otherWake,31,NA,180
drinking,21,NA,180
otherWake,161,NA,180
eating,30,NA,180
grooming,25,NA,180
otherWake,17,NA,180
BA,14,NA,180
otherWake,11,NA,180
eating,192,NA,180
otherWake,28,NA,180
drinking,33,NA,180
otherWake,312,NA,180
grooming,525,NA,180
sleeping,712,NA,180
otherWake,16,NA,180
sleeping,432,NA,180
otherWake,26,NA,180
sleeping,57,NA,180
grooming,16,NA,180
otherWake,77,NA,180
eating,237,NA,180
otherWake,19,NA,180
eating,126,NA,180
otherWake,14,NA,180
grooming,10,NA,180
otherWake,17,NA,180
sleeping,94,NA,180
otherWake,29,NA,180
grooming,207,NA,180
sleeping,787,NA,180
otherWake,23,NA,180
sleeping,301,NA,180
otherWake,34,NA,180
sleeping,111,NA,180
otherWake,27,NA,180
sleeping,176,NA,180
otherWake,21,NA,180
sleeping,1036,NA,180
otherWake,57,NA,180
sleeping,122,NA,180
grooming,7,NA,180
otherWake,10,NA,180
grooming,3,NA,180
otherWake,13,NA,180
grooming,29,NA,180
otherWake,29,NA,180
eating,178,NA,180
BA,14,NA,180
eating,126,NA,180
otherWake,13,NA,180
drinking,30,NA,180
otherWake,42,NA,180
grooming,108,NA,180
otherWake,15,NA,180
sleeping,737,NA,180
otherWake,32,NA,180
sleeping,133,NA,180
grooming,929,NA,180
BA,16,NA,180
sleeping,891,NA,180
otherWake,15,NA,180
eating,229,NA,180
otherWake,86,NA,180
sleeping,58,NA,180
grooming,30,NA,180
otherWake,3,NA,180
drinking,24,NA,180
otherWake,33,NA,180
eating,199,NA,180
otherWake,24,NA,180
grooming,12,NA,180
otherWake,14,NA,180
